,time,PRT_1,PRT_2,PRT_3,PRT_4,Event_A,MOL_A,Event_B,MOL_B
110,2020-04-05 14:00:00,0,0,0,0,CHANGE_32,0.0,CHANGE_32,0.0
111,2020-04-05 15:00:00,0,0,0,0,CHANGE_32,0.0,CHANGE_32,0.0
112,2020-04-05 16:00:00,0,0,0,0,CHANGE_32,0.0,CHANGE_32,0.0
113,2020-04-05 17:00:00,0,0,0,0,CHANGE_32,0.0,CHANGE_32,0.0
114,2020-04-05 18:00:00,0,0,0,0,CHANGE_32,0.0,CHANGE_32,0.0
115,2020-04-05 19:00:00,0,0,0,0,CHANGE_32,0.0,CHANGE_32,0.0
116,2020-04-05 20:00:00,0,0,0,0,CHANGE_32,0.0,CHANGE_32,0.0
117,2020-04-05 21:00:00,0,0,0,0,CHANGE_32,0.0,CHANGE_32,0.0
118,2020-04-05 22:00:00,0,0,0,0,CHANGE_32,0.0,CHANGE_32,0.0
119,2020-04-05 23:00:00,0,0,0,0,CHANGE_32,0.0,CHANGE_32,0.0
120,2020-04-06 00:00:00,0,0,0,0,CHANGE_32,0.0,CHANGE_32,0.0
121,2020-04-06 01:00:00,0,0,0,0,PROCESS,0.0,PROCESS,0.0
122,2020-04-06 02:00:00,0,0,0,0,PROCESS,0.0,PROCESS,0.0
123,2020-04-06 03:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
124,2020-04-06 04:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
125,2020-04-06 05:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
126,2020-04-06 06:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
127,2020-04-06 07:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
128,2020-04-06 08:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
129,2020-04-06 09:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
130,2020-04-06 10:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
131,2020-04-06 11:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
132,2020-04-06 12:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
133,2020-04-06 13:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
134,2020-04-06 14:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
135,2020-04-06 15:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
136,2020-04-06 16:00:00,0,0,0,0,PROCESS,0.0,PROCESS,0.0
137,2020-04-06 17:00:00,0,0,0,0,CHECK_3,0.0,CHECK_3,0.0
138,2020-04-06 18:00:00,0,0,0,0,CHECK_3,0.0,CHECK_3,0.0
139,2020-04-06 19:00:00,0,0,0,0,CHECK_3,0.0,CHECK_3,0.0
140,2020-04-06 20:00:00,0,0,0,0,CHECK_3,0.0,CHECK_3,0.0
141,2020-04-06 21:00:00,0,0,0,0,CHECK_3,0.0,CHECK_3,0.0
142,2020-04-06 22:00:00,0,0,0,0,CHECK_3,0.0,CHECK_3,0.0
143,2020-04-06 23:00:00,0,0,0,0,CHECK_3,0.0,CHECK_3,0.0
144,2020-04-07 00:00:00,0,0,0,0,CHECK_3,0.0,CHECK_3,0.0
145,2020-04-07 01:00:00,0,0,0,0,CHECK_3,0.0,CHECK_3,0.0
146,2020-04-07 02:00:00,0,0,0,0,CHECK_3,0.0,CHECK_3,0.0
147,2020-04-07 03:00:00,0,0,0,0,CHECK_3,0.0,CHECK_3,0.0
148,2020-04-07 04:00:00,0,0,0,0,CHECK_3,0.0,CHECK_3,0.0
149,2020-04-07 05:00:00,0,0,0,0,CHECK_3,0.0,CHECK_3,0.0
150,2020-04-07 06:00:00,0,0,0,0,CHECK_3,0.0,CHECK_3,0.0
151,2020-04-07 07:00:00,0,0,0,0,CHECK_3,0.0,CHECK_3,0.0
152,2020-04-07 08:00:00,0,0,0,0,CHECK_3,0.0,CHECK_3,0.0
153,2020-04-07 09:00:00,0,0,0,0,CHECK_3,0.0,CHECK_3,0.0
154,2020-04-07 10:00:00,0,0,0,0,CHECK_3,0.0,CHECK_3,0.0
155,2020-04-07 11:00:00,0,0,0,0,CHECK_3,0.0,CHECK_3,0.0
156,2020-04-07 12:00:00,0,0,0,0,CHECK_3,0.0,CHECK_3,0.0
157,2020-04-07 13:00:00,0,0,0,0,CHECK_3,0.0,CHECK_3,0.0
158,2020-04-07 14:00:00,0,0,0,0,CHECK_3,0.0,CHECK_3,0.0
159,2020-04-07 15:00:00,0,0,0,0,CHECK_3,0.0,CHECK_3,0.0
160,2020-04-07 16:00:00,0,0,0,0,CHECK_3,0.0,CHECK_3,0.0
161,2020-04-07 17:00:00,0,0,0,0,CHECK_3,0.0,CHECK_3,0.0
162,2020-04-07 18:00:00,0,0,0,0,CHECK_3,0.0,CHECK_3,0.0
163,2020-04-07 19:00:00,0,0,0,0,CHECK_3,0.0,CHECK_3,0.0
164,2020-04-07 20:00:00,0,0,0,0,CHECK_3,0.0,CHECK_3,0.0
165,2020-04-07 21:00:00,0,0,0,0,PROCESS,0.0,PROCESS,0.0
166,2020-04-07 22:00:00,0,0,0,0,PROCESS,0.0,PROCESS,0.0
167,2020-04-07 23:00:00,0,0,0,0,CHANGE_32,0.0,CHANGE_32,0.0
168,2020-04-08 00:00:00,0,0,0,0,CHANGE_32,0.0,CHANGE_32,0.0
169,2020-04-08 01:00:00,0,0,0,0,CHANGE_32,0.0,CHANGE_32,0.0
170,2020-04-08 02:00:00,0,0,0,0,CHANGE_32,0.0,CHANGE_32,0.0
171,2020-04-08 03:00:00,0,0,0,0,CHANGE_32,0.0,CHANGE_32,0.0
172,2020-04-08 04:00:00,0,0,0,0,CHANGE_32,0.0,CHANGE_32,0.0
173,2020-04-08 05:00:00,0,0,0,0,CHANGE_32,0.0,CHANGE_32,0.0
174,2020-04-08 06:00:00,0,0,0,0,CHANGE_32,0.0,CHANGE_32,0.0
175,2020-04-08 07:00:00,0,0,0,0,CHANGE_32,0.0,CHANGE_32,0.0
176,2020-04-08 08:00:00,0,0,0,0,CHANGE_32,0.0,CHANGE_32,0.0
177,2020-04-08 09:00:00,0,0,0,0,CHANGE_32,0.0,CHANGE_32,0.0
178,2020-04-08 10:00:00,0,0,0,0,CHANGE_32,0.0,CHANGE_32,0.0
179,2020-04-08 11:00:00,0,0,0,0,CHANGE_32,0.0,CHANGE_32,0.0
180,2020-04-08 12:00:00,0,0,0,0,PROCESS,0.0,PROCESS,0.0
181,2020-04-08 13:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
182,2020-04-08 14:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
183,2020-04-08 15:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
184,2020-04-08 16:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
185,2020-04-08 17:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
186,2020-04-08 18:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
187,2020-04-08 19:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
188,2020-04-08 20:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
189,2020-04-08 21:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
190,2020-04-08 22:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
191,2020-04-08 23:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
192,2020-04-09 00:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
193,2020-04-09 01:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
194,2020-04-09 02:00:00,0,0,0,0,PROCESS,0.0,PROCESS,0.0
195,2020-04-09 03:00:00,0,0,0,0,CHANGE_34,0.0,CHANGE_34,0.0
196,2020-04-09 04:00:00,0,0,0,0,CHANGE_34,0.0,CHANGE_34,0.0
197,2020-04-09 05:00:00,0,0,0,0,CHANGE_34,0.0,CHANGE_34,0.0
198,2020-04-09 06:00:00,0,0,0,0,CHANGE_34,0.0,CHANGE_34,0.0
199,2020-04-09 07:00:00,0,0,0,0,CHANGE_34,0.0,CHANGE_34,0.0
200,2020-04-09 08:00:00,0,0,0,0,CHANGE_34,0.0,CHANGE_34,0.0
201,2020-04-09 09:00:00,0,0,0,0,PROCESS,0.0,PROCESS,0.0
202,2020-04-09 10:00:00,0,0,0,0,PROCESS,0.0,PROCESS,0.0
203,2020-04-09 11:00:00,0,0,0,0,PROCESS,0.0,PROCESS,0.0
204,2020-04-09 12:00:00,0,0,0,0,CHANGE_42,0.0,CHANGE_42,0.0
205,2020-04-09 13:00:00,0,0,0,0,CHANGE_42,0.0,CHANGE_42,0.0
206,2020-04-09 14:00:00,0,0,0,0,CHANGE_42,0.0,CHANGE_42,0.0
207,2020-04-09 15:00:00,0,0,0,0,CHANGE_42,0.0,CHANGE_42,0.0
208,2020-04-09 16:00:00,0,0,0,0,CHANGE_42,0.0,CHANGE_42,0.0
209,2020-04-09 17:00:00,0,0,0,0,CHANGE_42,0.0,CHANGE_42,0.0
210,2020-04-09 18:00:00,0,0,0,0,CHANGE_42,0.0,CHANGE_42,0.0
211,2020-04-09 19:00:00,0,0,0,0,CHANGE_42,0.0,CHANGE_42,0.0
212,2020-04-09 20:00:00,0,0,0,0,CHANGE_42,0.0,CHANGE_42,0.0
213,2020-04-09 21:00:00,0,0,0,0,CHANGE_42,0.0,CHANGE_42,0.0
214,2020-04-09 22:00:00,0,0,0,0,CHANGE_42,0.0,CHANGE_42,0.0
215,2020-04-09 23:00:00,0,0,0,0,CHANGE_42,0.0,CHANGE_42,0.0
216,2020-04-10 00:00:00,0,0,0,0,CHANGE_42,0.0,CHANGE_42,0.0
217,2020-04-10 01:00:00,0,0,0,0,PROCESS,0.0,PROCESS,0.0
218,2020-04-10 02:00:00,0,0,0,0,CHANGE_21,0.0,CHANGE_21,0.0
219,2020-04-10 03:00:00,0,0,0,0,CHANGE_21,0.0,CHANGE_21,0.0
220,2020-04-10 04:00:00,0,0,0,0,CHANGE_21,0.0,CHANGE_21,0.0
221,2020-04-10 05:00:00,0,0,0,0,CHANGE_21,0.0,CHANGE_21,0.0
222,2020-04-10 06:00:00,0,0,0,0,CHANGE_21,0.0,CHANGE_21,0.0
223,2020-04-10 07:00:00,0,0,0,0,CHANGE_21,0.0,CHANGE_21,0.0
224,2020-04-10 08:00:00,0,0,0,0,PROCESS,0.0,PROCESS,0.0
225,2020-04-10 09:00:00,0,0,0,0,CHANGE_12,0.0,CHANGE_12,0.0
226,2020-04-10 10:00:00,0,0,0,0,CHANGE_12,0.0,CHANGE_12,0.0
227,2020-04-10 11:00:00,0,0,0,0,CHANGE_12,0.0,CHANGE_12,0.0
228,2020-04-10 12:00:00,0,0,0,0,CHANGE_12,0.0,CHANGE_12,0.0
229,2020-04-10 13:00:00,0,0,0,0,CHANGE_12,0.0,CHANGE_12,0.0
230,2020-04-10 14:00:00,0,0,0,0,CHANGE_12,0.0,CHANGE_12,0.0
231,2020-04-10 15:00:00,0,0,0,0,PROCESS,0.0,PROCESS,0.0
232,2020-04-10 16:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
233,2020-04-10 17:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
234,2020-04-10 18:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
235,2020-04-10 19:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
236,2020-04-10 20:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
237,2020-04-10 21:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
238,2020-04-10 22:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
239,2020-04-10 23:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
240,2020-04-11 00:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
241,2020-04-11 01:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
242,2020-04-11 02:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
243,2020-04-11 03:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
244,2020-04-11 04:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
245,2020-04-11 05:00:00,0,0,0,0,PROCESS,0.0,PROCESS,0.0
246,2020-04-11 06:00:00,0,0,0,0,CHANGE_31,0.0,CHANGE_31,0.0
247,2020-04-11 07:00:00,0,0,0,0,CHANGE_31,0.0,CHANGE_31,0.0
248,2020-04-11 08:00:00,0,0,0,0,CHANGE_31,0.0,CHANGE_31,0.0
249,2020-04-11 09:00:00,0,0,0,0,CHANGE_31,0.0,CHANGE_31,0.0
250,2020-04-11 10:00:00,0,0,0,0,CHANGE_31,0.0,CHANGE_31,0.0
251,2020-04-11 11:00:00,0,0,0,0,CHANGE_31,0.0,CHANGE_31,0.0
252,2020-04-11 12:00:00,0,0,0,0,CHANGE_31,0.0,CHANGE_31,0.0
253,2020-04-11 13:00:00,0,0,0,0,CHANGE_31,0.0,CHANGE_31,0.0
254,2020-04-11 14:00:00,0,0,0,0,CHANGE_31,0.0,CHANGE_31,0.0
255,2020-04-11 15:00:00,0,0,0,0,CHANGE_31,0.0,CHANGE_31,0.0
256,2020-04-11 16:00:00,0,0,0,0,CHANGE_31,0.0,CHANGE_31,0.0
257,2020-04-11 17:00:00,0,0,0,0,CHANGE_31,0.0,CHANGE_31,0.0
258,2020-04-11 18:00:00,0,0,0,0,CHANGE_31,0.0,CHANGE_31,0.0
259,2020-04-11 19:00:00,0,0,0,0,PROCESS,0.0,PROCESS,0.0
260,2020-04-11 20:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
261,2020-04-11 21:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
262,2020-04-11 22:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
263,2020-04-11 23:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
264,2020-04-12 00:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
265,2020-04-12 01:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
266,2020-04-12 02:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
267,2020-04-12 03:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
268,2020-04-12 04:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
269,2020-04-12 05:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
270,2020-04-12 06:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
271,2020-04-12 07:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
272,2020-04-12 08:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
273,2020-04-12 09:00:00,0,0,0,0,PROCESS,0.0,PROCESS,0.0
274,2020-04-12 10:00:00,0,0,0,0,CHECK_2,0.0,CHECK_2,0.0
275,2020-04-12 11:00:00,0,0,0,0,CHECK_2,0.0,CHECK_2,0.0
276,2020-04-12 12:00:00,0,0,0,0,CHECK_2,0.0,CHECK_2,0.0
277,2020-04-12 13:00:00,0,0,0,0,CHECK_2,0.0,CHECK_2,0.0
278,2020-04-12 14:00:00,0,0,0,0,CHECK_2,0.0,CHECK_2,0.0
279,2020-04-12 15:00:00,0,0,0,0,CHECK_2,0.0,CHECK_2,0.0
280,2020-04-12 16:00:00,0,0,0,0,CHECK_2,0.0,CHECK_2,0.0
281,2020-04-12 17:00:00,0,0,0,0,CHECK_2,0.0,CHECK_2,0.0
282,2020-04-12 18:00:00,0,0,0,0,CHECK_2,0.0,CHECK_2,0.0
283,2020-04-12 19:00:00,0,0,0,0,CHECK_2,0.0,CHECK_2,0.0
284,2020-04-12 20:00:00,0,0,0,0,CHECK_2,0.0,CHECK_2,0.0
285,2020-04-12 21:00:00,0,0,0,0,CHECK_2,0.0,CHECK_2,0.0
286,2020-04-12 22:00:00,0,0,0,0,CHECK_2,0.0,CHECK_2,0.0
287,2020-04-12 23:00:00,0,0,0,0,CHECK_2,0.0,CHECK_2,0.0
288,2020-04-13 00:00:00,0,0,0,0,CHECK_2,0.0,CHECK_2,0.0
289,2020-04-13 01:00:00,0,0,0,0,CHECK_2,0.0,CHECK_2,0.0
290,2020-04-13 02:00:00,0,0,0,0,CHECK_2,0.0,CHECK_2,0.0
291,2020-04-13 03:00:00,0,0,0,0,CHECK_2,0.0,CHECK_2,0.0
292,2020-04-13 04:00:00,0,0,0,0,CHECK_2,0.0,CHECK_2,0.0
293,2020-04-13 05:00:00,0,0,0,0,CHECK_2,0.0,CHECK_2,0.0
294,2020-04-13 06:00:00,0,0,0,0,CHECK_2,0.0,CHECK_2,0.0
295,2020-04-13 07:00:00,0,0,0,0,CHECK_2,0.0,CHECK_2,0.0
296,2020-04-13 08:00:00,0,0,0,0,CHECK_2,0.0,CHECK_2,0.0
297,2020-04-13 09:00:00,0,0,0,0,CHECK_2,0.0,CHECK_2,0.0
298,2020-04-13 10:00:00,0,0,0,0,CHECK_2,0.0,CHECK_2,0.0
299,2020-04-13 11:00:00,0,0,0,0,CHECK_2,0.0,CHECK_2,0.0
300,2020-04-13 12:00:00,0,0,0,0,CHECK_2,0.0,CHECK_2,0.0
